순번,업종명,업소명,도로명주소,지번주소,행정동명,전화번호
417,일반음식점,김치찜한돼지 갈마월평점,"대전광역시 서구 월평로48번길 22, 1층 (월평동, 1층일부)",대전광역시 서구 월평동 931 ,월평1동,
418,일반음식점,킴브로스피자&파스타 대전서구점,"대전광역시 서구 월평중로4번길 63, 1층 일부호 (월평동)",대전광역시 서구 월평동 765 ,월평1동, 042- 581-7600
419,일반음식점,교촌치킨,"대전광역시 서구 둔산로 238, 1층 (둔산동)",대전광역시 서구 둔산동 1851 ,둔산3동, 042- 488-5234
420,일반음식점,학식당,대전광역시 서구 길곡길 202 (장안동),대전광역시 서구 장안동 170 ,기성동, 042- 584-0635
421,일반음식점,죽도어시장,"대전광역시 서구 갈마중로8번길 10, 1층 (갈마동)",대전광역시 서구 갈마동 361-18 ,갈마2동,
422,일반음식점,돈덩어리,대전광역시 서구 도솔로 373 (괴정동),대전광역시 서구 괴정동 6-5 ,괴정동, 042- 525-8854
423,일반음식점,해맑은김밥,대전광역시 서구 대덕대로135번길 11 (갈마동),대전광역시 서구 갈마동 1132 ,갈마1동, 042- 523-5464
424,일반음식점,토종골옻닭마을,대전광역시 서구 갈마역로 3 (갈마동),대전광역시 서구 갈마동 905 ,갈마1동, 042- 482-3933
425,일반음식점,태원,"대전광역시 서구 문정로 19 (둔산동,(1,2,3층))","대전광역시 서구 둔산동 1242 (1,2,3층) ",둔산2동, 042- 488-8836
426,일반음식점,이모네촌닭식당,"대전광역시 서구 정림서로138번길 21 (정림동,백목련A상가 106호)",대전광역시 서구 정림동 642 백목련A상가 106호 ,정림동, 042- 581-5252
427,일반음식점,전통콩나물밥 식당,"대전광역시 서구 월평중로4번길 80, 1층 (갈마동)",대전광역시 서구 갈마동 261-4 1층 ,갈마1동, 042- 483-8898
428,일반음식점,명태마을,"대전광역시 서구 신갈마로 71, 1층 (갈마동)",대전광역시 서구 갈마동 427-21 ,갈마1동,
429,일반음식점,매일소곱창,"대전광역시 서구 도마로 82, 1층 101호 (도마동)",대전광역시 서구 도마동 74-9 ,도마1동,
430,일반음식점,신성아구찜,대전광역시 서구 만년남로3번길 33 (만년동),대전광역시 서구 만년동 210 ,만년동,
431,일반음식점,청호활어회센터,"대전광역시 서구 신갈마로 142-5, 1층 (갈마동)",대전광역시 서구 갈마동 378-25 ,갈마1동,
432,일반음식점,지코바치킨,대전광역시 서구 신갈마로 225-4 (갈마동),대전광역시 서구 갈마동 261-26 ,갈마1동, 042- 483-9555
433,일반음식점,위아래식당,대전광역시 서구 도산로 1 (도마동),대전광역시 서구 도마동 180-34 ,도마1동, 042- 585-8463
434,일반음식점,윤짬뽕,"대전광역시 서구 계룡로553번안길 23, 1층 (탄방동)",대전광역시 서구 탄방동 695 1층 ,탄방동, 042- 487-2292
435,일반음식점,여기는 떡집,"대전광역시 서구 문정로170번길 207 (둔산동,(1층))",대전광역시 서구 둔산동 1913 (1층) ,둔산3동,
436,일반음식점,자갈치 숯불 꼼장어,"대전광역시 서구 도마2길 31 (도마동,(1층))",대전광역시 서구 도마동 143-2 (1층) ,도마1동,
437,일반음식점,카페하루,대전광역시 서구 변동중로 8 (도마동),대전광역시 서구 도마동 16-49 ,도마1동,
438,일반음식점,주연,"대전광역시 서구 갈마중로50번길 6, 1층 (갈마동)",대전광역시 서구 갈마동 1079 1층 ,갈마2동,
439,일반음식점,게장이기가막혀,"대전광역시 서구 한밭대로707번길 15, 2층 (월평동)",대전광역시 서구 월평동 286 ,월평2동,
440,일반음식점,쌈밥대가,대전광역시 서구 제비네4길 7 (도마동),대전광역시 서구 도마동 172-22 ,도마1동, 042- 535-1778
441,일반음식점,큰통치킨둔산점,대전광역시 서구 문정로170번길 186 (둔산동),대전광역시 서구 둔산동 1826 ,둔산3동,042 -483 -9992
442,일반음식점,운탄 괴정점,대전광역시 서구 도산로369번길 67 (괴정동),대전광역시 서구 괴정동 426-2 ,괴정동, 042- 525-1104
443,일반음식점,비빔미식회관,대전광역시 서구 둔산남로180번길 16 (탄방동),대전광역시 서구 탄방동 1239 ,탄방동,
444,일반음식점,신당동백반,대전광역시 서구 대덕대로 223 (둔산동),대전광역시 서구 둔산동 1033 ,둔산2동, 042- 470-5522
445,일반음식점,소상하이브 농업회사법인,"대전광역시 서구 월평새뜸로 4, 1층 (월평동)",대전광역시 서구 월평동 1474 1층 ,월평1동,
446,일반음식점,대전장례식장,"대전광역시 서구 갑천도시고속도로 1895 (월평동,대전장례예식장 3층)",대전광역시 서구 월평동 187-11 대전장례예식장 3층 ,월평1동, 042- 522-4444
447,일반음식점,큰맘할매순대국 (배재대점),대전광역시 서구 배재로 166 (도마동),대전광역시 서구 도마동 25-3 ,도마1동, 042- 535-1155
448,일반음식점,별그대식당,대전광역시 서구 청사서로 16 (월평동),대전광역시 서구 월평동 293 ,월평2동, 042- 489-0666
449,일반음식점,분식마을,대전광역시 서구 둔지로 75 (둔산동),대전광역시 서구 둔산동 957 ,둔산2동, 042- 485-0611
450,일반음식점,이가곱창식당,대전광역시 서구 도마로 110 (도마동),대전광역시 서구 도마동 83-8 ,도마1동, 042- 524-5202
451,일반음식점,다복마라탕양꼬치,대전광역시 서구 갈마역로 19 (갈마동),대전광역시 서구 갈마동 828 ,갈마1동,
452,일반음식점,좋은숯불갈비,대전광역시 서구 계룡로500번길 68 (갈마동),대전광역시 서구 갈마동 1386 ,갈마1동,
453,일반음식점,진리국밥 대전도마점,대전광역시 서구 도솔로 135-1 (도마동),대전광역시 서구 도마동 34-5 ,도마1동,
454,일반음식점,청춘다방,"대전광역시 서구 월평로 46, 6층 (월평동)",대전광역시 서구 월평동 915 6층 ,월평1동,
455,일반음식점,남도항아리,대전광역시 서구 문정로170번길 177 (둔산동),대전광역시 서구 둔산동 1978 ,둔산3동,
456,일반음식점,태영생막창,대전광역시 서구 월평중로 5 (월평동),대전광역시 서구 월평동 870 ,월평1동,
457,일반음식점,머슴매운갈비,대전광역시 서구 갈마중로 36 (갈마동),대전광역시 서구 갈마동 345-11 ,갈마2동, 042- 532-7920
458,일반음식점,황토방숯불갈비,"대전광역시 서구 괴정로 27, 1층 (갈마동)",대전광역시 서구 갈마동 1377 ,갈마2동, 042- 523-9901
459,일반음식점,와나커피 WANA COFFEE,대전광역시 서구 계룡로509번길 21 (탄방동),대전광역시 서구 탄방동 613 ,탄방동,042 -485 -0085
460,일반음식점,태능돌삼겹,대전광역시 서구 월평로 22 (월평동),대전광역시 서구 월평동 1022 ,월평1동,
461,일반음식점,산막골가든,"대전광역시 서구 장안로 772-62 (장안동,1층)",대전광역시 서구 장안동 416-5 1층 ,기성동,042 -585 -2475
462,일반음식점,5.5닭갈비월평점,"대전광역시 서구 청사로123번길 25, 1층 (월평동)",대전광역시 서구 월평동 279 ,월평2동,042 -489 -0522
463,일반음식점,거기7080라이브,"대전광역시 서구 정림로 76, 지하1층 (정림동)",대전광역시 서구 정림동 510 지하1층 ,정림동,
464,일반음식점,호두나무집식당,"대전광역시 서구 둔산중로64번길 32, 3층 (둔산동)",대전광역시 서구 둔산동 1468 ,둔산1동,
465,일반음식점,귀빈돌솥밥식당,"대전광역시 서구 만년로68번길 21 (만년동,(1,2,3층))","대전광역시 서구 만년동 349 (1,2,3층) ",만년동, 042- 488-3340
466,일반음식점,하남돼지집,대전광역시 서구 갈마역로 21-1 (갈마동),대전광역시 서구 갈마동 826 ,갈마1동,042 -484 -9235
467,일반음식점,삼촌네 닭매운탕,대전광역시 서구 관저동로105번길 50 (관저동),대전광역시 서구 관저동 1192 ,관저동,
468,일반음식점,소담목삼,대전광역시 서구 계백로1158번길 7-8 (가수원동),대전광역시 서구 가수원동 765-3 ,가수원동,0507-1325-8022
469,일반음식점,팔복집,"대전광역시 서구 도산로369번길 11, 1층 (용문동)",대전광역시 서구 용문동 593-2 ,용문동, 042- 536-0707
470,일반음식점,토종숯불구이,대전광역시 서구 청사로123번길 19 (월평동),대전광역시 서구 월평동 277 ,월평2동,
471,일반음식점,강변식당,대전광역시 서구 계백로1286번길 121 (정림동),대전광역시 서구 정림동 200-1 ,정림동, 042- 581-5559
472,일반음식점,풍년숯불갈비,"대전광역시 서구 갈마로147번길 59-11, 1층 (갈마동)",대전광역시 서구 갈마동 1360 1층 ,갈마2동, 042- 533-9293
473,일반음식점,공원나드리,"대전광역시 서구 남선로 41, 1층 (탄방동)",대전광역시 서구 탄방동 1145 ,탄방동,
474,일반음식점,인생푸드,대전광역시 서구 계백로 1166-9 (가수원동),대전광역시 서구 가수원동 764-9 ,가수원동,
475,일반음식점,언니월평통닭,"대전광역시 서구 월평중로14번길 25, 1층 (월평동)",대전광역시 서구 월평동 685 1층 ,월평1동,042 -483 -9900
476,일반음식점,페리카나샘머리점,"대전광역시 서구 청사로 281, 주상가동 3층 307호 (둔산동, 샘머리아파트2단지)",대전광역시 서구 둔산동 908 샘머리아파트2단지 ,둔산2동, 042- 486-5506
477,일반음식점,부추삼겹살,대전광역시 서구 가수원로 49 (가수원동),대전광역시 서구 가수원동 784-6 ,가수원동, 042- 541-9295
478,일반음식점,톰스톤식당,대전광역시 서구 문정로122번길 13 (탄방동),대전광역시 서구 탄방동 981 ,탄방동, 042- 482-9101
479,일반음식점,풍경회카페,대전광역시 서구 문정로122번길 13 (탄방동),대전광역시 서구 탄방동 981 ,탄방동, 042- 488-4188
480,일반음식점,놀부식당,"대전광역시 서구 둔산로218번길 15, 1층 (둔산동)",대전광역시 서구 둔산동 1976 ,둔산3동, 042- 485-9935
481,일반음식점,효원이네,"대전광역시 서구 갈마로117번길 39 (갈마동,1층)",대전광역시 서구 갈마동 406-23 1층 ,갈마2동,
482,일반음식점,엄마손김밥식당,"대전광역시 서구 계룡로553번안길 17, 1층 (탄방동)",대전광역시 서구 탄방동 698 1층 ,탄방동,042 -471 -5633
483,일반음식점,수채화,대전광역시 서구 도마6길 72 (도마동),대전광역시 서구 도마동 88-17 ,도마1동,
484,일반음식점,쿡가,"대전광역시 서구 만년남로11번길 9 (만년동,1층)",대전광역시 서구 만년동 257 1층 ,만년동, 042- 472-0780
485,일반음식점,롤링파스타 대전타임월드점,"대전광역시 서구 대덕대로217번길 32, 2층 (둔산동)",대전광역시 서구 둔산동 989 ,둔산2동, 042- 482-0021
486,일반음식점,감성까망돼지,대전광역시 서구 남선로59번길 22 (탄방동),대전광역시 서구 탄방동 1185 ,탄방동, 042- 486-6455
487,일반음식점,공주식당,대전광역시 서구 월평북로 87 (월평동),대전광역시 서구 월평동 238 ,월평1동, 042- 483-3839
488,일반음식점,신수원숯불갈비식당,대전광역시 서구 도산로 15 (도마동),대전광역시 서구 도마동 180-12 ,도마1동, 042- 584-1807
489,일반음식점,미소본가스마일칼국수,"대전광역시 서구 청사로 128, 2층 일부 (월평동)",대전광역시 서구 월평동 282-3 ,월평2동,
490,일반음식점,테이스티브라운(TASTY BROWN),"대전광역시 서구 갈마로 232, 1층 일부 (내동)",대전광역시 서구 내동 31-9 ,내동, 042- 628-2298
491,일반음식점,안골식당,대전광역시 서구 대덕대로21번길 25-29 (내동),대전광역시 서구 내동 163-12 ,내동, 042- 522-7532
492,일반음식점,한판집,대전광역시 서구 만년남로3번길 52 (만년동),대전광역시 서구 만년동 151 ,만년동, 042- 488-0982
493,일반음식점,대패1번지,대전광역시 서구 월평중로13번길 22 (월평동),대전광역시 서구 월평동 904 ,월평1동, 042- 472-0813
494,일반음식점,계동치킨,"대전광역시 서구 갈마로 86, 1층 (갈마동)",대전광역시 서구 갈마동 393-4 ,갈마1동, 042- 472-9288
495,일반음식점,제크후라이드치킨관저구봉점,"대전광역시 서구 관저로 46 (관저동,주공7단지 상가 지하1층)",대전광역시 서구 관저동 1144-1 주공7단지 상가 지하1층 ,관저동, 042- 544-0050
496,일반음식점,유성할매가마솥순대,"대전광역시 서구 청사서로 54 (월평동,(1층))",대전광역시 서구 월평동 232 (1층) ,월평2동, 042- 485-5565
497,일반음식점,교촌치킨만년점,"대전광역시 서구 만년로67번길 34-26, 만년스퀘어 1동 1층 106호,107호 (만년동)",대전광역시 서구 만년동 316 만년스퀘어 ,만년동, 042- 484-9945
498,일반음식점,장수농장,대전광역시 서구 둔산중로32번길 25 (둔산동),대전광역시 서구 둔산동 1436 ,둔산1동,042 -477 -2255
499,일반음식점,대전 엠 라이브클럽,"대전광역시 서구 갈마역로 13-1, 지하1층 (갈마동)",대전광역시 서구 갈마동 832 ,갈마1동,
500,일반음식점,진성아구찜,"대전광역시 서구 관저로121번길 22 (관저동,(1층))",대전광역시 서구 관저동 1024 (1층) ,관저동, 042- 544-9987
501,일반음식점,진성아구찜 괴정점,대전광역시 서구 도솔로 373 (괴정동),대전광역시 서구 괴정동 6-5 ,괴정동,
502,일반음식점,자매식당,대전광역시 서구 괴정로 167 (용문동),대전광역시 서구 용문동 278-20 ,용문동,
503,일반음식점,개나리,"대전광역시 서구 계룡로509번길 49, 2층 (탄방동)",대전광역시 서구 탄방동 621 (2층) ,탄방동,
504,일반음식점,백두산활어회,"대전광역시 서구 청사서로 70 (월평동,무궁화@ 상가 지하1호)",대전광역시 서구 월평동 223 무궁화@ 상가 지하1호 ,월평1동, 042- 488-8288
505,일반음식점,냄비웰빙콩나물국밥,대전광역시 서구 조달청길 104 (도마동),대전광역시 서구 도마동 97-3 ,도마1동, 042- 525-3867
506,일반음식점,남미 식당,대전광역시 서구 변동중로45번길 9 (변동),대전광역시 서구 변동 79-5 ,변동, 042- 527-8076
507,일반음식점,삼천하이포크식당,대전광역시 서구 문정로170번길 7-5 (둔산동),대전광역시 서구 둔산동 1895 ,둔산3동, 042- 486-6826
508,일반음식점,대왕식당,대전광역시 서구 제비네4길 21 (도마동),대전광역시 서구 도마동 172-8 ,도마1동, 042- 535-7874
509,일반음식점,잔치집,"대전광역시 서구 계룡로 616, 대전오렌지타운 117, 118호 (괴정동)","대전광역시 서구 괴정동 423-4 대전오렌지타운 117, 118호 ",괴정동,
510,일반음식점,갑돌갈비,대전광역시 서구 조달청길 113 (도마동),대전광역시 서구 도마동 80-6 ,도마1동, 042- 525-5720
511,일반음식점,대성관,"대전광역시 서구 관저중로80번길 19 (관저동,1층)",대전광역시 서구 관저동 1081 1층 ,관저동, 042- 541-1111
512,일반음식점,서가네순대식당,대전광역시 서구 도화공원길 33 (도마동),대전광역시 서구 도마동 133-20 ,도마1동, 042- 525-5805
513,일반음식점,바다회수산,대전광역시 서구 계룡로491번길 56 (둔산동),대전광역시 서구 둔산동 1230 ,둔산1동, 042- 488-1042
514,일반음식점,시끌벅쩍,대전광역시 서구 문정로170번길 194 (둔산동),대전광역시 서구 둔산동 1829 ,둔산3동,
515,일반음식점,60계 대전월평점,"대전광역시 서구 청사서로 16, 1층 (월평동)",대전광역시 서구 월평동 293 1층 ,월평2동,042 -485 -3737
516,일반음식점,짱이야분식,"대전광역시 서구 월평로 34, 1층 (월평동)",대전광역시 서구 월평동 1014 1층 ,월평1동, 042- 483-3861
517,일반음식점,둔산맥가,"대전광역시 서구 문정로170번길 197 (둔산동,(2층))",대전광역시 서구 둔산동 1930 (2층) ,둔산3동,042 -484 -3354
518,일반음식점,정든식당,대전광역시 서구 대덕대로 139 (갈마동),대전광역시 서구 갈마동 1129-1 ,갈마1동, 042- 525-4940
519,일반음식점,투다리정림점,"대전광역시 서구 정림로 10, 1층 (정림동)",대전광역시 서구 정림동 677 1층 ,정림동, 042- 581-9282
520,일반음식점,양지식당,"대전광역시 서구 도산로 350-1 (용문동,1층)",대전광역시 서구 용문동 263-28 1층 ,용문동, 042- 535-5700
521,일반음식점,수상한밥상,대전광역시 서구 월평중로24번길 34 (월평동),대전광역시 서구 월평동 631 ,월평1동,
522,일반음식점,춘희네양푼이동태찌개,"대전광역시 서구 월평새뜸로4번길 9, 1층 (월평동)",대전광역시 서구 월평동 1400 ,월평1동, 042- 489-1090
523,일반음식점,시루향기콩나물국밥월평점,대전광역시 서구 계룡로251번길 8 (월평동),대전광역시 서구 월평동 1229 ,월평1동,042 -486 -3773
524,일반음식점,항아리보쌈,"대전광역시 서구 둔산로 4 (둔산동,1층)",대전광역시 서구 둔산동 1092 1층 ,둔산1동,
525,일반음식점,시골영양탕,"대전광역시 서구 계룡로662번길 40-2, 1층 (용문동, 1층일부)",대전광역시 서구 용문동 260-34 ,용문동, 042- 533-0776
526,일반음식점,카페모리,"대전광역시 서구 월평중로 8 (월평동,2층)",대전광역시 서구 월평동 846 2층 ,월평1동, 042- 482-5648
527,일반음식점,밥한톨,대전광역시 서구 갈마역로25번길 17-11 (갈마동),대전광역시 서구 갈마동 857 ,갈마1동, 042- 485-9515
528,일반음식점,양촌추어탕,"대전광역시 서구 둔산중로78번길 36 (둔산동,지하1층 103호)",대전광역시 서구 둔산동 1393 지하1층 103호 ,둔산1동, 042- 472-0644
529,일반음식점,선사집,"대전광역시 서구 월평북로 79 (월평동,(1층))",대전광역시 서구 월평동 234 (1층) ,월평2동,
530,일반음식점,명가,"대전광역시 서구 둔산로31번길 61, 2층 (둔산동)",대전광역시 서구 둔산동 997 ,둔산1동,
531,일반음식점,버드네식당,"대전광역시 서구 도마시장1길 96, 1층 (도마동)",대전광역시 서구 도마동 134-121 ,도마1동, 042- 525-8483
532,일반음식점,자유대반점,"대전광역시 서구 둔산로137번길 28, 3층 (둔산동)",대전광역시 서구 둔산동 1481 ,둔산1동, 042- 472-2924
533,일반음식점,백소정 대전둔산점,"대전광역시 서구 둔산로137번길 28 (둔산동,1층)",대전광역시 서구 둔산동 1481 1층 ,둔산1동, 042- 487-0773
534,일반음식점,장인닭발,대전광역시 서구 정림동로5번길 31 (정림동),대전광역시 서구 정림동 586 ,도마2동, 042- 583-0389
535,일반음식점,은희네포차,"대전광역시 서구 도산로 190 (변동,1층)",대전광역시 서구 변동 49-14 1층 ,변동, 042- 528-5596
536,일반음식점,그옛날보리고개,"대전광역시 서구 정림동로 14 (정림동,(1층))",대전광역시 서구 정림동 162-19 (1층) ,정림동, 042- 583-8198
537,일반음식점,육함,대전광역시 서구 갈마역로 17 (갈마동),대전광역시 서구 갈마동 830 ,갈마1동,
538,일반음식점,밀레스넥,"대전광역시 서구 계룡로571번길 65 (탄방동,지하1층 06호)",대전광역시 서구 탄방동 689 지하1층 06호 ,탄방동, 042- 488-8608
539,일반음식점,암스테르담식당,"대전광역시 서구 장안로 354, 1층 (장안동)",대전광역시 서구 장안동 287-1 ,기성동, 042- 585-8482
540,일반음식점,촌돼지짜글이,"대전광역시 서구 신갈마로141번길 6, 1층 (갈마동)",대전광역시 서구 갈마동 377-37 1층 ,갈마1동,
541,일반음식점,신촌설렁탕,대전광역시 서구 대덕대로 390 (만년동),대전광역시 서구 만년동 291 ,만년동, 042- 489-2322
542,일반음식점,소문난집,대전광역시 서구 둔산남로179번길 15 (둔산동),대전광역시 서구 둔산동 1936 ,둔산3동, 042- 482-1136
543,일반음식점,요산요수,대전광역시 서구 도산로369번길 17 (용문동),대전광역시 서구 용문동 592-5 ,용문동, 042- 531-3311
544,일반음식점,구들마루,대전광역시 서구 정림로65번길 32-10 (정림동),대전광역시 서구 정림동 570 ,도마2동, 042- 582-8266
545,일반음식점,괴정동공주칼국수 딜리버리,"대전광역시 서구 용문로 32, 1층 (괴정동)",대전광역시 서구 괴정동 48-16 (48-20) ,괴정동, 042- 527-6309
546,일반음식점,녹수청산,"대전광역시 서구 둔산로74번길 27 (둔산동,2층)",대전광역시 서구 둔산동 1210 2층 ,둔산1동,
547,일반음식점,리엘스위츠(liel sweets),"대전광역시 서구 만년남로3번길 10 (만년동,1층)",대전광역시 서구 만년동 261 1층 ,만년동,
548,일반음식점,통삼국 둔산점,대전광역시 서구 둔산중로32번길 25 (둔산동),대전광역시 서구 둔산동 1436 ,둔산1동,
549,일반음식점,이대감왕족발보쌈,대전광역시 서구 갈마로147번길 74 (갈마동),대전광역시 서구 갈마동 1369 ,갈마1동, 042- 532-4567
550,일반음식점,낙원식당,대전광역시 서구 금평5길 11 (흑석동),대전광역시 서구 흑석동 1000 ,기성동, 042- 582-0425
551,일반음식점,만다린식당,"대전광역시 서구 둔산로31번길 32 (둔산동,2층)",대전광역시 서구 둔산동 1009 2층 ,둔산2동, 042- 489-2060
552,일반음식점,대육정육식당,"대전광역시 서구 도산로452번길 38 (용문동,1층)",대전광역시 서구 용문동 221-1 1층 ,용문동, 042- 534-7469
553,일반음식점,수궁식당,"대전광역시 서구 계룡로553번안길 29 (탄방동,2층)",대전광역시 서구 탄방동 693 2층 ,탄방동, 042- 484-1048
554,일반음식점,제주포크,"대전광역시 서구 신갈마로 142-4 (갈마동,1층)",대전광역시 서구 갈마동 379-12 1층 ,갈마1동, 042- 524-4051
555,일반음식점,황태칼국수,"대전광역시 서구 정림로10번길 15-22 (정림동,1층)",대전광역시 서구 정림동 665 1층 ,도마2동, 042- 581-2580
556,일반음식점,운산정,"대전광역시 서구 관저중로84번길 28-4, 1층 (관저동)",대전광역시 서구 관저동 1076 1층 ,관저2동,
557,일반음식점,띠울참숯석갈비,대전광역시 서구 계백로 1353 (도마동),대전광역시 서구 도마동 312-198 ,도마1동, 042- 527-8818
558,일반음식점,채반,"대전광역시 서구 둔산로137번길 32 (둔산동,3층)",대전광역시 서구 둔산동 1480 3층 ,둔산1동, 042- 471-5292
559,일반음식점,청춘꼬치,"대전광역시 서구 갈마중로 48-1, 1층 (갈마동)",대전광역시 서구 갈마동 1078 1층 ,갈마1동, 042- 523-0246
560,일반음식점,투다리,"대전광역시 서구 문정로170번길 151 (둔산동,1층)",대전광역시 서구 둔산동 2032 1층 ,둔산3동,
561,일반음식점,청정임실치즈피자마법떡볶이앤불닭발,"대전광역시 서구 사마6길 31, 1층 (도마동)",대전광역시 서구 도마동 106-12 ,도마2동, 042- 532-9952
562,일반음식점,돼지깡장,"대전광역시 서구 대덕대로 248, 1층 103호 (둔산동)",대전광역시 서구 둔산동 1370 ,둔산1동, 042- 488-3259
563,일반음식점,오겡끼데스까,"대전광역시 서구 갈마역로 17-1 (갈마동,1층)",대전광역시 서구 갈마동 829 1층 ,갈마1동,
564,일반음식점,만년복집,"대전광역시 서구 월평북로 95 (월평동,2층)",대전광역시 서구 월평동 241 2층 ,월평1동, 042- 488-9288
565,일반음식점,투다리,"대전광역시 서구 도솔로 55 (도마동,1층)",대전광역시 서구 도마동 119-2 1층 ,도마2동, 042- 527-8259
566,일반음식점,싱글벙글,"대전광역시 서구 둔산중로134번길 21 (둔산동,2층)",대전광역시 서구 둔산동 923 2층 ,둔산1동, 042- 487-2989
567,일반음식점,동키치킨,"대전광역시 서구 문정로170번길 150 (둔산동,1층)",대전광역시 서구 둔산동 1856 1층 ,둔산3동,042 -483 -9253
568,일반음식점,제일막곱창,"대전광역시 서구 도산로 95, 1층 (도마동)",대전광역시 서구 도마동 127-4 ,도마2동, 042- 584-2202
569,일반음식점,학교법인 건양교육재단 장례식장식당,"대전광역시 서구 관저동로 158, 지하1층 (관저동)",대전광역시 서구 관저동 1643 (지하1층) ,관저1동,
570,일반음식점,보람식당,대전광역시 서구 용문로 53-1 (괴정동),대전광역시 서구 괴정동 427-21 ,괴정동, 042- 523-2511
571,일반음식점,더청춘키친,대전광역시 서구 가수원로65번길 7 (가수원동),대전광역시 서구 가수원동 777-18 ,가수원동,
572,일반음식점,조마루감자탕,대전광역시 서구 둔산로 67 (둔산동),대전광역시 서구 둔산동 1272 ,둔산2동, 042- 483-7111
573,일반음식점,도마집,대전광역시 서구 도산로 57 (도마동),대전광역시 서구 도마동 172-14 ,도마1동, 042- 523-0394
574,일반음식점,곤드레밥집,대전광역시 서구 변동중로 8 (도마동),대전광역시 서구 도마동 16-49 ,도마1동, 042- 522-0250
575,일반음식점,그날식당,"대전광역시 서구 관저중로 88, 지하1층 (관저동)",대전광역시 서구 관저동 1019 지하1층 ,관저2동, 042- 545-5958
576,일반음식점,국민통닭,"대전광역시 서구 계백로 1166-18 (가수원동,(1층))",대전광역시 서구 가수원동 767-2 (1층) ,가수원동, 042- 541-0025
577,일반음식점,설악,"대전광역시 서구 둔산대로117번길 56, 2층 (만년동)",대전광역시 서구 만년동 385 ,만년동, 042- 489-5252
578,일반음식점,카리브호프레스토랑,대전광역시 서구 관저중로84번길 9-15 (관저동),대전광역시 서구 관저동 1031 ,관저동,
579,일반음식점,불에마을,"대전광역시 서구 용문로 41-88, 1층 (괴정동)",대전광역시 서구 괴정동 423-19 1층 ,괴정동,042 -525 -4492
580,일반음식점,왕대만선,"대전광역시 서구 만년남로3번길 15 (만년동,(1층))",대전광역시 서구 만년동 272 (1층) ,만년동, 042- 486-0557
581,일반음식점,수북집,"대전광역시 서구 계룡로 634 (용문동,(1층))",대전광역시 서구 용문동 589-16 (1층) ,용문동,042 -527 -6775
582,일반음식점,해변으로가요횟집,"대전광역시 서구 탄방로7번길 31 (탄방동,(1층))",대전광역시 서구 탄방동 849 (1층) ,탄방동, 042- 485-2658
583,일반음식점,투다리,"대전광역시 서구 계룡로491번길 24 (둔산동,(1층))",대전광역시 서구 둔산동 1236 (1층) ,둔산1동, 042- 488-9929
584,일반음식점,설천순대국밥,"대전광역시 서구 둔산로51번길 66, 1층 101호 (둔산동)",대전광역시 서구 둔산동 1353 1층 ,둔산1동, 042- 482-4801
585,일반음식점,30년전통옛날손칼국수,대전광역시 서구 월평중로4번길 82 (갈마동),대전광역시 서구 갈마동 261-6 ,갈마1동,042 -488 -7700
586,일반음식점,레버린스,대전광역시 서구 문정로170번길 200 (둔산동),대전광역시 서구 둔산동 1832 ,둔산3동, 042- 486-2205
587,일반음식점,계동치킨,대전광역시 서구 관저중로84번길 9-15 (관저동),대전광역시 서구 관저동 1031 ,관저동, 042- 544-9222
588,일반음식점,관저동 블루스,대전광역시 서구 관저중로84번길 9-12 (관저동),대전광역시 서구 관저동 1040 ,관저동,
589,일반음식점,부부식당,대전광역시 서구 배재로91번길 38-3 (도마동),대전광역시 서구 도마동 330-24 ,도마1동, 042- 526-4328
590,일반음식점,청녀식당,"대전광역시 서구 배재로91번길 42, 1층 (도마동)",대전광역시 서구 도마동 330-22 1층 ,도마2동, 042- 534-7217
591,일반음식점,정림돌구이,대전광역시 서구 정림로24번길 45 (정림동),대전광역시 서구 정림동 197-17 ,정림동, 042- 583-3609
592,일반음식점,인동집,"대전광역시 서구 갈마중로50번길 40, 1층 (갈마동)",대전광역시 서구 갈마동 1135 1층 ,갈마2동, 042- 535-3738
593,일반음식점,제크후라이드치킨 복수점,"대전광역시 서구 오량2길 3 (복수동,1층)",대전광역시 서구 복수동 284 1층 ,복수동, 042- 586-9966
594,일반음식점,비비큐 대전내동점,"대전광역시 서구 신갈마로 6, 1층 (내동)",대전광역시 서구 내동 152-10 1층 ,내동,
595,일반음식점,옥천가,"대전광역시 서구 둔산중로64번길 32 (둔산동,(5층))",대전광역시 서구 둔산동 1468 (5층) ,둔산1동,042 -483 -5658
596,일반음식점,바다양푼이동태탕,"대전광역시 서구 관저중로80번길 17 (관저동,1층)",대전광역시 서구 관저동 1080 1층 ,관저동, 042- 542-5242
597,일반음식점,평양옥본점,"대전광역시 서구 만년로67번길 34-11, 1층 일부호 (만년동)",대전광역시 서구 만년동 312 ,만년동, 042- 489-0720
598,일반음식점,멕시칸치킨,"대전광역시 서구 관저서로 52 (관저동,구봉마을 8단지상가 101)",대전광역시 서구 관저동 1148-2 구봉마을 8단지상가 101 ,관저동, 042- 545-4488
599,일반음식점,김밥나라청사점,"대전광역시 서구 둔산중로134번길 21 (둔산동,만금프라자 111호)",대전광역시 서구 둔산동 923 만금프라자 111호 ,둔산1동, 042- 488-5989
600,일반음식점,친절한말순씨,"대전광역시 서구 둔산대로 201, 지하1층 (만년동)",대전광역시 서구 만년동 396 지하1층 ,만년동, 042- 480-1617
